7.872655186244624019e+02,-3.337640515332125801e+02,-1.456747079938860736e+02,-1.978081137886027534e+02,-9.814498927323581938e+02,-8.142247452214122916e+01,-5.258528518939180003e+02,-6.240935232672023858e+02,-1.112417918066142022e+02,-4.540999694855913305e+01
4.261828914257506540e+02,-1.537125712913582731e+02,1.255638143587797231e+02,-2.225408981285197285e+02,-3.539273405722213397e+02,-5.305834881373995131e+02,-1.322985924975419891e+02,-3.505730216419802048e+01,-1.907244669798814130e+02,1.354189722183586753e+01
5.476135586735225615e+02,-1.633419490262306226e+02,7.169482331751586344e+02,-7.025650150102105727e+02,4.109158850034228294e+02,-3.574654586528066034e+02,8.339699892646035551e+01,4.737696771700749991e+02,1.743149988855660482e+01,-1.037525677361717840e+02
1.314670277371443262e+03,-5.583035341322869272e+01,-5.214722659871152928e+02,1.751895757433528900e+02,1.078091495864955007e+01,1.559745846711835782e+02,6.111139864722255197e+02,-3.335356364510528238e+02,1.210449745462525186e+02,2.666807956898942962e+02
7.679430798369530748e+02,1.948451903622606665e+02,-1.484417354921665719e+02,4.996677673361036227e+02,-8.620727710498168790e+02,9.613142536512084746e+01,6.660250441895718723e+02,-3.853458216652319379e+01,5.919362457063897409e+02,-1.407353534781721294e+02
1.389966622894406100e+03,-4.138153469432761540e+02,-3.439281473193325951e+02,1.151236159040633424e+02,-7.408450653562593970e+02,5.951858884607642040e+02,2.668092638145898832e+02,-3.304129931130283353e+02,-1.172949441245238376e+02,-1.660578121284241035e+02
7.362235648775262007e+02,-1.260336906742357712e+02,9.429887227324314836e+02,-4.566256841727354185e+02,2.020573993422767956e+02,-4.149615909561869103e+02,1.604706302533147380e+02,7.936319093230176804e+02,-5.568438851119199740e+01,4.891927966455718746e+01
4.579457112643428900e+02,-1.123989613442038582e+01,5.819499740219487194e+02,-4.013153802723081753e+02,-5.681038964203351043e+02,-6.213260213347646186e+02,-3.037610368245493646e+02,2.688282802848231654e+02,7.147416746002238597e+01,-7.649654956587056631e+01
7.196382941199620973e+02,-1.492849346567950022e+02,6.450789382646249237e+01,-4.720624709774864414e+02,-8.041468538200141438e+02,-3.460130290147438359e+01,-2.179229258301464824e+02,-2.960499640962949002e+02,5.323185004445797404e+02,-1.157646655919587033e+02
6.477049561200185508e+02,-1.405920561770695940e+02,2.354181854472802726e+01,1.724985911382887025e+02,-5.775486908093449756e+02,-1.934838303696793389e+02,-3.478034461686114582e+02,-2.163650004371875468e+02,-4.472464439261833604e+02,2.431149645696944219e+02
9.182266479085950550e+02,-1.795582885769698862e+02,1.257553179610370307e+03,-3.955856211196359595e+02,-2.984358024734379455e+02,-5.577553122824377851e+02,-1.508103979553594058e+02,4.950950582342976531e+02,3.613869291854481958e+02,-1.354858924276941536e+02
1.942492077491152486e+03,-1.881080293553263232e+02,6.246579788504566295e+02,1.922107466009819348e+02,-3.480056833029468066e+02,1.667446943761612204e+02,5.591589070380473458e+02,-5.719193183637408993e+02,3.488383463666643252e+02,-5.826918532865557836e+02
2.284533275757057709e+02,6.612925371310295475e+01,6.338380632558930756e+02,-8.367933030526462517e+02,3.919755360175641385e+02,-1.881822911857602207e+02,1.200468872232851965e+02,3.251311524153723553e+02,-5.853368415869829811e+00,8.186516342722092077e+01
3.626211865630919533e+02,-2.641963365991623505e+02,6.636679586544770473e+02,-7.879498581662678589e+02,4.257704930611589020e+02,-2.245615505823033118e+02,1.455540512311550572e+02,2.371856528806878828e+02,1.530485168484449900e+02,-1.047259844846011845e+02
1.201996378572798903e+03,1.213442895626154439e+02,3.309478625419728814e+02,-7.253942131472462052e+02,-1.014659379054848046e+03,-2.301083045040687125e+02,-3.206738789086696784e+02,-5.878154389201318253e+01,3.492794348504502864e+02,-7.123253175965891160e+01
1.327192335415407342e+03,-2.286062304950557120e+02,-3.652815133523122881e+02,-2.278180893811047270e+02,-9.619371263117914168e+02,4.953974973655003282e+02,2.160697908039893491e+02,-4.402480253319938583e+02,-7.114629720664839851e+01,-3.172396342533168649e+02
9.652042675107205696e+02,-4.118626267905614213e+02,-3.224239540610840322e+02,9.152235612866718384e+01,-1.012963023327084557e+03,2.251166611154399106e+02,-3.476190325596759294e+02,-6.423168967434515935e+02,-2.057091848192689270e+02,-1.235221332205123304e+02
1.361521110837315973e+03,-2.523471898415609473e+02,-3.774836191513827544e+02,1.679439827371568867e+02,-2.170321954780269778e+02,1.275352865922590269e+02,-6.472871619288781631e+01,-8.496116230266864022e+02,-5.696262278247765209e+01,2.967124891616993523e+02
1.763818535539677214e+03,-3.064250210924314501e+02,-4.989555210024066696e+02,-5.933323861504256058e+01,-3.858081217432653034e+02,3.175167902731174081e+02,-9.387661625681114685e+01,-4.240632905275834901e+02,2.315654405627752226e+02,3.642843091529459798e+02
1.010733303877926573e+03,-2.072270518107953592e+02,1.117533417674545490e+03,-5.232396141773831459e+02,-5.727818850008103482e+02,-4.318575664260633857e+02,-1.882057606252955395e+02,6.726946357831693604e+02,2.766588121763382446e+02,-6.015242555242469535e+01
6.935263923656719953e+02,-5.938110134803430640e+01,8.503812208156331280e+02,-1.741464921297906301e+02,-1.006299670437389523e+03,-3.855093219287870170e+02,-3.117865766047054876e+01,3.779215751300657189e+02,5.245892684992983277e+02,-1.260766260697937469e+01
9.727883093697926142e+02,-3.415248419885295448e+02,-3.425531496285666435e+02,8.508607300040058163e+00,-6.171766941734002785e+02,9.747293738678403940e+01,-1.821268781026716965e+02,-6.225752260849893673e+02,-2.658662875010450080e+02,1.292916721005975376e+02
1.279994176055127355e+03,-4.383432293293355997e+01,8.924576154953167588e+02,-3.070748874923863241e+02,-6.258065548674771890e+02,-2.461986528972371389e+02,-5.302445564566759373e+01,-2.615956189272320103e+02,-1.769266786211196916e+02,-1.441065479879228661e+01
